ref	annotation_name	count	volumes	type	lcsh_label	lcsh_uri	match_quality	broader_terms	all_suggestions
rec2DHm7M6y3nExAB	Science and technology	45	6	topic	Science and technology intermediary organizations	http://id.loc.gov/authorities/subjects/sh2011000626	good_close		Science and technology intermediary organizations; Science and Technology Intern Program; Science and technology librarians; Science and technology libraries; Science and technology libraries--Circulation and loans
recWYz3Xt2MpsE9Ck	Nuclear reactor	40	3	topic	Nuclear reactor accidents	http://id.loc.gov/authorities/subjects/sh85093072	good_close	Nuclear accidents → Accidents → Violent deaths → sh85143514 → Social psychology → Human ecology	Nuclear reactor accidents; Nuclear reactors--Computer programs; Nuclear reactors--Containment; Nuclear reactors--Cores; Reactor fuel reprocessing
rec8cadRUqzOJueqQ	Heavy water	38	1	topic	Heavy water reactors	http://id.loc.gov/authorities/subjects/sh85059854	good_close		Heavy water reactors; Heavy water reactors--Exponential measurements; Deuterium oxide
recsxQ6o7GtJ2WzZv	Jewish	37	1	topic	Jewish actors	http://id.loc.gov/authorities/subjects/sh85000750	good_close		Jewish actors; Jewish actors--Biography; Jewish aesthetics; Older Jews; Jewish alchemists
rec25FtkpkgXcYyup	Nuclear accident	35	1	topic	Nuclear accidents	http://id.loc.gov/authorities/subjects/sh98004645	good_close	Accidents → Violent deaths → sh85143514 → Social psychology → Human ecology	Nuclear accidents; Nuclear accidents and agriculture
recBS0IqgpfGXNR4a	International Financial Institutions	33	3	topic	Financial institutions, International	http://id.loc.gov/authorities/subjects/sh85048310	good_close		Financial institutions, International
recg8kFbuhxjgS7Cx	Economic relations	32	5	topic	International economic relations	http://id.loc.gov/authorities/subjects/sh85067395	good_close		International economic relations
recRcxunI4CVwg2V5	Nonproliferation	31	3	topic	Nuclear nonproliferation	http://id.loc.gov/authorities/subjects/sh85093020	good_close	Nuclear arms control → sh85007351 → Security, International → International relations	Nuclear nonproliferation
recqcVRKRKGP20BzV	No first use	30	2	topic	No first use (Nuclear strategy)	http://id.loc.gov/authorities/subjects/sh85092123	good_close		No first use (Nuclear strategy)
recEbmFFzYpvLeCPG	Exit permit	28	2	topic	Exit permits (Emigration)	http://id.loc.gov/authorities/subjects/sh85046379	good_close	Emigration and immigration law → International travel regulations → Customs administration--Law and legislation	Exit permits (Emigration)
recu0jAoErrAESV42	Airlift	28	5	topic	Airlift, Military	http://id.loc.gov/authorities/subjects/sh85002775	good_close		Airlift, Military; Airlift, Military--Accidents; Airlift, Military--Accidents--Investigation; Airlift, Military--Accidents--Investigation--United States; Airlift, Military--United States
recB5pWaL2QMe9rvm	Nuclear power plant	27	3	topic	Callaway Power Plant (Fulton, Mo.)	http://id.loc.gov/authorities/subjects/sh91006127	good_close	Nuclear power plants--Missouri	Callaway Power Plant (Fulton, Mo.); Nuclear power plant operators; Nuclear power plants; Nuclear power plants--Accidents; Nuclear power plants--Accidents--Austria
recXXj74deZExVTOj	Peace movement	27	4	topic	Peace movements	http://id.loc.gov/authorities/subjects/sh85098950	good_close		Peace movements; Peace movements--Drama; Peace movements--Europe; Peace movements--Germany; Peace movements--Germany--History
recKIFSXxAMFQR38X	Religious freedom	25	2	topic	Religious Freedom Day	http://id.loc.gov/authorities/subjects/sh93000083	good_close	Special days → Days → Calendar → Astronomy → Physical sciences	Religious Freedom Day; Freedom of religion; Religious Freedom Week
recRJybXOg3uo5Ekz	Hunger strike	25	1	topic	Hunger strikes	http://id.loc.gov/authorities/subjects/sh85063089	good_close	Passive resistance → Direct action → sh85056036 → Political science → Social sciences → sh85026423 → Auxiliary sciences of history	Hunger strikes; Hunger strikes--Brazil; Hunger strikes--Greece; Hunger strikes (Islamic law); Hunger strikes--Law and legislation
recIT3Pf4nhjHnc6Z	Innocent passage	24	1	topic	Innocent passage (Law of the sea)	http://id.loc.gov/authorities/subjects/sh96003759	good_close		Innocent passage (Law of the sea)
rec5qieZtvCCeYwS5	Press conference	23	2	topic	Press conferences	http://id.loc.gov/authorities/subjects/sh85106517	good_close	Journalism → Literature → Philology	Press conferences
recZMQkJBeic8JUxy	Pollution control	23	3	topic	Pollution control devices	http://id.loc.gov/authorities/subjects/sh2002011480	good_close		Pollution control devices; Automobiles--Pollution control devices; Pollution control devices--Law and legislation; Motor vehicles--Pollution control devices; Pollution control equipment
rec6fRSDQRmFVUxug	Chemical weapons control	22	1	topic	Chemical arms control	http://id.loc.gov/authorities/subjects/sh90001357	good_close	sh85007351 → Security, International → International relations	Chemical arms control
recXe3hjASdIXoUSz	Inflation	21	2	topic	Inflation (Finance)	http://id.loc.gov/authorities/subjects/sh85066112	good_close		Accounting--Effect of inflation on; Inflationary universe; Inflation (Finance); Income--Effect of inflation on; Expenditures, Public--Effect of inflation on
recXok31u2ezCmhNk	Aircraft	20	4	topic	Aircraft accidents--Investigation	http://id.loc.gov/authorities/subjects/sh85001321	good_close	Accident investigation → Investigations	Aircraft accidents--Investigation; Aircraft accidents; Aircraft accidents--American Samoa; Aircraft accidents--Antarctica; Aircraft accidents--Belgium
recA49AOlE1j3qz3P	Economy	20	2	topic	Economy (Linguistics)	http://id.loc.gov/authorities/subjects/sh85040879	good_close		Compact cars; Reserve (Christian theology); Low budget cooking; Engineering economy; Economy (Linguistics)
recnRQPY69Vh6wzHx	Biological weapon	18	4	topic	Biological weapons	http://id.loc.gov/authorities/subjects/sh88007496	good_close	sh96004190 → Military weapons → Military supplies → Logistics → Military art and science	Biological weapons; Biological arms control; Biological weapons--Fiction; Biological weapons--Safety measures
reciBCcIZHALncT7I	Search and rescue	18	4	topic	Search and rescue aircraft	http://id.loc.gov/authorities/subjects/sh2009004888	good_close		Search and rescue aircraft; Search and rescue boats; Search and rescue operations; Search and rescue operations; Search and rescue operations--Arctic regions
recZ3dKnDi1rXX4tu	Dual national	18	5	topic	Dual nationality	http://id.loc.gov/authorities/subjects/sh85039841	good_close		Dual nationality
recUsSXH96nnonu86	Agricultural development	17	4	topic	Agricultural development projects	http://id.loc.gov/authorities/subjects/sh85002306	good_close	sh85002427 → Land use, Rural → Land use → Economics → sh85124003 → sh85026423 → Auxiliary sciences of history	Agricultural development projects; Agricultural development projects--Developing countries
recPSvYyztlFUbB5b	Environmental	15	1	compound-subject	Environmental responsibility	http://id.loc.gov/authorities/subjects/sh93002599	good_close		Environmental responsibility; Environmental auditing; Green movement; Adaptation (Biology); Green marketing
rec87ZLZHVOCafaYU	Resolution	15	1	topic	Resolution (Chemistry)	http://id.loc.gov/authorities/subjects/sh85113153	good_close		Resolution and Adventure Medal; Resolution (Chemistry); Resolution (Civil law); Tahuata (French Polynesia); Resolution Island (Nunavut : Island)
rec2p8MfOFI4NR3V8	Submarine	14	2	topic	Submarine disasters	http://id.loc.gov/authorities/subjects/sh85129492	good_close	Marine accidents → sh85000368 → Violent deaths → sh85143514 → Social psychology → Human ecology	Submarine disasters; Underwater archaeology; Blasting, Submarine; Submarine captains; Submarine combat
recyDoZHa1V3dM762	Military communication	14	3	topic	Military communication equipment industry	http://id.loc.gov/authorities/subjects/sh85085173	good_close	Defense industries → sh85065960 → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Military communication equipment industry; Communications, Military
recMNm3t2ze962NaV	Military training	13	2	topic	Military training camps	http://id.loc.gov/authorities/subjects/sh85085309	good_close	Military education → sh85040989 → Civilization → Auxiliary sciences of history	Military training camps; Military training camps--Ireland; Military training camps--Law and legislation; Military training camps--Sounds; Military training camps--United States
recJUAEfa6LyzFR6C	Travel restriction	13	2	topic	Travel restrictions	http://id.loc.gov/authorities/subjects/sh85137166	good_close		Travel restrictions; Diplomatic travel restrictions; Travel restrictions--United States; Travel
reczScuN4NlwDUBHo	Totalitarian	12	3	topic	Totalitarian ethics	http://id.loc.gov/authorities/subjects/sh85136216	good_close	Totalitarianism → Authoritarianism → sh85104440 → Social sciences → Civilization → Auxiliary sciences of history	Totalitarian ethics; Totalitarianism; Totalitarianism and architecture; Totalitarianism and art; Totalitarianism and literature
rec7VZnpkBjTjtzfd	Textiles	11	2	topic	Cotton textiles	http://id.loc.gov/authorities/subjects/sh85033350	good_close	Cotton manufacture → Textile industry → Manufacturing industries → sh85065960 → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Cotton textiles; Industrial fabrics; Textile industry; Moisture in textiles; Tufted textiles
recORcNZq5ClDOVNg	Exhibit	11	1	topic	Exhibit booths	http://id.loc.gov/authorities/subjects/sh85046356	good_close		Exhibit booths; Exhibition buildings; Exhibition catalogs; Exhibitions; Exhibition buildings--Arizona
recsJ9GxScV9mRtjF	Criminal	11	1	topic	Criminal liability	http://id.loc.gov/authorities/subjects/sh85034079	good_close		Criminal liability; Criminal act; Criminal act--Brazil; Criminal act--China; Criminal act--Germany
recCxu7bJCFQ4pEdg	Contacts	11	2	topic	Electric contacts	http://id.loc.gov/authorities/subjects/sh85041628	good_close		Electric contacts; Focal adhesions; Human-Neanderthal encounters; Contact lenses; Human-alien encounters
recNBOveCHYDHbAqL	Environment	9	2	topic	Environment (Aesthetics)	http://id.loc.gov/authorities/subjects/sh85044163	good_close		Environment (Aesthetics); Environmental responsibility; Environmental auditing; Green movement; Adaptation (Biology)
recioZyzrUG1uEOQi	Water pollution	9	2	topic	Water pollution control equipment industry	http://id.loc.gov/authorities/subjects/sh85145591	good_close		Water pollution control equipment industry; Water pollution control industry; Sewage disposal plants; Liability for water pollution damages; Water--Pollution potential
rec0t1KvI4owTG5qK	Appropriation	9	1	topic	Appropriation (Architecture)	http://id.loc.gov/authorities/subjects/sh2017003709	good_close		Secularization; Appropriation (Architecture); Appropriation (Art); Appropriation (Arts); Appropriation (Christian theology)
reccEjmdksw2SvQNE	Telemetry	8	2	topic	Aerospace telemetry	http://id.loc.gov/authorities/subjects/sh85001426	good_close	Astronautics--Optical communication systems → sh85008951 → Astrionics → Avionics → Electronics in transportation → Transportation	Aerospace telemetry; Biotelemetry; Radio telemetry; Telemetering transmitters; Underwater acoustic telemetry
recUlokRhrzB6erPL	Special operations forces	8	1	topic	Special forces (Military science)	http://id.loc.gov/authorities/subjects/sh85126376	good_close	Commando troops → Counterinsurgency → Guerrilla warfare → Insurgency → Civil war	Special forces (Military science)
rectjw2jgFLXmsufI	Export control	8	4	topic	Export control insurance	http://id.loc.gov/authorities/subjects/sh85066890	good_close	Insurance → sh85048256 → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Export control insurance; Export controls; Conflict of laws--Export controls; Export controls--United States
rec7PW9Ao8kwc9ZK7	Hydroelectric power plant	8	1	topic	Hydroelectric power plant retirement	http://id.loc.gov/authorities/subjects/sh97005010	good_close		Hydroelectric power plant retirement; Hydroelectric power plants; Hydroelectric power plants--Accidents; Hydroelectric power plants--Accidents--Investigation; Hydroelectric power plants--Accidents--Investigation--Zambia
reccAEF3WTG3YVwaX	Industrial development	8	1	topic	Industrial development bonds	http://id.loc.gov/authorities/subjects/sh85065851	good_close		Industrial development bonds; Industrial development bonds--Law and legislation; Industrial development bonds--Ratings and rankings; Industrial development bonds--Taxation; Industrial development bonds--Taxation--Law and legislation
recrIKSn3XvocAhqm	Ballistic missile defense	7	2	topic	Ballistic missile defenses	http://id.loc.gov/authorities/subjects/sh85011305	good_close	sh85002625 → sh85002719 → Aeronautics, Military → Military art and science	Ballistic missile defenses; Ballistic missile defenses--Combat survivability; Ballistic missile defenses--Soviet Union; Ballistic missile defenses--United States
recvt4VKEcnrBceuo	Base closures	7	1	topic	Military base closures	http://id.loc.gov/authorities/subjects/sh94002523	good_close		Military base closures
recWYSm1K6WFkq0n5	Ocean energy	7	2	topic	Ocean energy resources	http://id.loc.gov/authorities/subjects/sh85093887	good_close		Ocean energy resources; Ocean energy resources--Law and legislation
recoskWxEuRQJ3tv0	Military Construction	7	1	topic	Military construction operations	http://id.loc.gov/authorities/subjects/sh00006468	good_close		Military construction operations; Military construction operations--Law and legislation
recWMZ9EcUPmDYpbT	Interagency	7	1	topic	Interagency coordination	http://id.loc.gov/authorities/subjects/sh2006001993	good_close		Interagency coordination; Interagency coordination--United States
recFUiQttKOsl6yXD	Strategic weapons	6	1	topic	Strategic weapons systems	http://id.loc.gov/authorities/subjects/sh95009928	good_close	Strategic forces → sh85037301 → Psychology, Military → Psychology, Applied → sh85108459 → Soul → Future life → Eschatology → Religious thought	Strategic weapons systems
recLnTb2kD7aAmax9	Relationship	6	1	compound-subject	Relationship addiction	http://id.loc.gov/authorities/subjects/sh88006617	good_close		Relationship addiction; Relationship addiction in adolescence; Relationship addiction--Religious aspects; Relationship addiction--Religious aspects--Christianity; Relationship addiction--Religious aspects--Islam
recNPn0qu1Cv8PCLa	Separation of church and state	6	1	topic	Church and state	http://id.loc.gov/authorities/subjects/sh85025534	good_close		Church and state; Freedom of religion
recRWGq3CSOaqCrgp	Disaster	6	1	topic	Disaster relief	http://id.loc.gov/authorities/subjects/sh85038299	good_close		Disaster relief; Tangiwai Rail Disaster, Tangiwai, N.Z., 1953; Mass casualties; Emergency drills; Disaster films
recnh2EQDroagrN9x	Arab	6	1	topic	Actors, Arab	http://id.loc.gov/authorities/subjects/sh96003162	good_close		Actors, Arab; Aesthetics, Arab; Almanacs, Arab; Arab al-Mawasi (Arab tribe); Arab American art
recHNxToy8HjpIkRs	Early warning	5	2	topic	Ballistic missile early warning system	http://id.loc.gov/authorities/subjects/sh85011307	good_close	Missile attack warning systems → Radar defense networks → sh85002625 → sh85002719 → Aeronautics, Military → Military art and science	Ballistic missile early warning system
